city,property_type,page_url,location,price,area,beds,baths
Islamabad,House,zameen.com/Property/islamabad_bani_gala_a_house_of_14_marla_in_bani_gala-43144006-340-1.html,"Bani Gala, Islamabad",3.1 Crore,14 Marla,6,6
Islamabad,House,zameen.com/Property/islamabad_bani_gala_you_can_find_a_gorgeous_house_for_sale_in_bani_gala-43144001-340-1.html,"Bani Gala, Islamabad",3.1 Crore,14 Marla,6,6
Islamabad,House,zameen.com/Property/islamabad_f_7_beautiful_new_house_is_for_sale_in_f_7-38817910-165-1.html,"F-7, Islamabad",35 Crore,1.3 Kanal,6,7
Islamabad,House,zameen.com/Property/islamabad_f_7_brand_new_house_in_f_7_for_sale_at_good_location-39546393-165-1.html,"F-7, Islamabad",27 Crore,1.1 Kanal,6,6
Islamabad,House,zameen.com/Property/islamabad_bani_gala_500_sq_yards_furnished_or_non_furnished_bungalow_7250_covered_area_1_kanal_house_for_sale_in_bani_gala-39766293-340-1.html,"Bani Gala, Islamabad",6.5 Crore,1 Kanal,4,4
Islamabad,House,zameen.com/Property/bahria_enclave_bahria_enclave_sector_b1_5_marla_new_brand_house_for_sale-42605936-11972-1.html,"Bahria Enclave - Sector B1, Bahria Enclave",2.4 Crore,5 Marla,4,3
Islamabad,House,zameen.com/Property/islamabad_f_10_beautiful_renovated_house_is_for_sale_in_f_10-42729425-162-1.html,"F-10, Islamabad",16.25 Crore,1.1 Kanal,4,5
Islamabad,House,zameen.com/Property/islamabad_f_8_a_brand_new_1_kenal_house_is_available_for_sale_in_f_8-40108128-166-1.html,"F-8, Islamabad",23 Crore,1 Kanal,6,6
Islamabad,House,zameen.com/Property/islamabad_soan_garden_12_marla_designer_house_for_sale_in_soan_garden__islamabad-42552392-338-1.html,"Soan Garden, Islamabad",4.25 Crore,12 Marla,6,6
Islamabad,House,zameen.com/Property/bahria_enclave_bahria_enclave_sector_a_prime_location_10marla_5bedrooms_brand_new_house_for_sale_in_bahria_enclave_islamabad_sector_a-42704045-11970-1.html,"Bahria Enclave - Sector A, Bahria Enclave",4.85 Crore,10 Marla,5,6
Islamabad,House,zameen.com/Property/islamabad_ghauri_town_3_marla_house_for_sale_in_ghauri_town_phase1__islamabad-42696998-1314-1.html,"Ghauri Town, Islamabad",90 Lakh,3 Marla,4,4
Islamabad,House,zameen.com/Property/islamabad_e_7_brand_new_house_with_swimming_pool_lift_single_owner_cda_transfer-41231460-343-1.html,"E-7, Islamabad",58.5 Crore,1.6 Kanal,6,7
Islamabad,House,zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_b_brand_new_house_for_sale_in_dha_phase_2-41951560-3197-1.html,"DHA Phase 2 - Sector B, DHA Defence Phase 2",9.25 Crore,1 Kanal,6,6
Islamabad,House,zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_d_1_kanal_brand_new_house_for_sale_in_dha_phase_2-41011641-3199-1.html,"DHA Phase 2 - Sector D, DHA Defence Phase 2",8.75 Crore,1 Kanal,5,6
Islamabad,House,zameen.com/Property/islamabad_g_13_10_marla_brand_new_house_for_sale_g_13-43068540-330-1.html,"G-13, Islamabad",6.25 Crore,10 Marla,6,6
Islamabad,House,zameen.com/Property/kashmir_highway_eighteen_eighteen_islamabad_2_kanal_villa_for_sale_on_easy_installments-30078961-12602-1.html,"Eighteen, Kashmir Highway",16.5 Crore,2 Kanal,5,6
Islamabad,House,zameen.com/Property/soan_garden_soan_garden_block_h_6_marla_very_beautiful_designer_luxury_style_house_in_soan_garden_h_block-42272172-3498-1.html,"Soan Garden - Block H, Soan Garden",2.3 Crore,6 Marla,5,4
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_house_for_sale_in_dha_phase_2-41491646-339-1.html,"DHA Defence Phase 2, DHA Defence",8.85 Crore,1 Kanal,6,6
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_house_for_sale_in_dha_phase_2-41949714-339-1.html,"DHA Defence Phase 2, DHA Defence",6.75 Crore,1 Kanal,6,6
Islamabad,House,zameen.com/Property/islamabad_bani_gala_well_constructed_house_available_for_sale_in_bani_gala-43143997-340-1.html,"Bani Gala, Islamabad",3.1 Crore,14 Marla,6,6
Islamabad,House,zameen.com/Property/islamabad_bani_gala_house_for_sale_in_bani_gala-43143998-340-1.html,"Bani Gala, Islamabad",3.1 Crore,14 Marla,6,6
Islamabad,House,zameen.com/Property/islamabad_bani_gala_14_marla_house_in_central_bani_gala_for_sale-43143996-340-1.html,"Bani Gala, Islamabad",3.1 Crore,14 Marla,6,6
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_house_for_sale_in_dha_phase_2_islamabad-43143807-339-1.html,"DHA Defence Phase 2, DHA Defence",8.2 Crore,1 Kanal,6,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_highly_coveted_3200_square_feet_house_is_available_in_g_9_1_for_sale-43143689-3384-1.html,"G-9/1, G-9",7.15 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_house_for_sale_in_g_9_1-43143690-3384-1.html,"G-9/1, G-9",7.15 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_to_sale_you_can_find_spacious_house_in_g_9_1-43143685-3384-1.html,"G-9/1, G-9",7.5 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_3200_square_feet_house_for_sale_in_g_9_1-43143687-3384-1.html,"G-9/1, G-9",7.85 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_j_10_marla_brand_new_house_in_dha_phase_2-42685175-8399-1.html,"DHA Phase 2 - Sector J, DHA Defence Phase 2",5.2 Crore,10 Marla,4,5
Islamabad,House,zameen.com/Property/dha_defence_phase_1_dha_phase_1_sector_c_1_kanal_brand_new_house_available_for_sale-42692589-3191-1.html,"DHA Phase 1 - Sector C, DHA Defence Phase 1",6.5 Crore,1 Kanal,5,6
Islamabad,House,zameen.com/Property/islamabad_e_7_ultra_modern_brand_new_swimming_pool_house_is_for_sale-42030920-343-1.html,"E-7, Islamabad",58 Crore,1.6 Kanal,3,4
Islamabad,House,zameen.com/Property/islamabad_e_7_e7_very_prime_location_house_is_for_sale-42027123-343-1.html,"E-7, Islamabad",43 Crore,1.6 Kanal,6,6
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_dha_islamabad_phase_2_brand_new_house_for_sale_in_sector_b_6_bed_double_unit-42463655-339-1.html,"DHA Defence Phase 2, DHA Defence",9.25 Crore,1 Kanal,5,6
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_dha_islamabad_phase_2_sector_g_used_house_with_lawn__triple_storey_house_with_open_basement-42464906-339-1.html,"DHA Defence Phase 2, DHA Defence",6.75 Crore,1.3 Kanal,5,6
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_dha_islamabad_phase_2_brand_new_house_corner_5_bed_sector_f_-42466264-339-1.html,"DHA Defence Phase 2, DHA Defence",9.5 Crore,1 Kanal,5,6
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_dha_islamabad_phase_2_used_house_for_sale_in_sector_a_south_face_5_bed_-42467675-339-1.html,"DHA Defence Phase 2, DHA Defence",7.5 Crore,1 Kanal,5,6
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_dha_islamabad_phase_2_tipu_boulvard_10_marla_house_with_60ft_wide_40_feet_front_-42466763-339-1.html,"DHA Defence Phase 2, DHA Defence",5.5 Crore,10 Marla,6,6
Islamabad,House,zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_b_newly_constructed_1_kanal_double_unit_house_for_sale_in_a_premium_location-42421632-3197-1.html,"DHA Phase 2 - Sector B, DHA Defence Phase 2",9.25 Crore,1 Kanal,9,10
Islamabad,House,zameen.com/Property/islamabad_f_8_brand_new_luxury_house_is_for_sale-39112526-166-1.html,"F-8, Islamabad",40 Crore,2.2 Kanal,5,5
Islamabad,House,zameen.com/Property/islamabad_f_8_closed_end_street_demolish_able_house_is_for_sale-42538497-166-1.html,"F-8, Islamabad",19.5 Crore,1.2 Kanal,7,6
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_house_for_sale_in_dha_phase_2-42807646-339-1.html,"DHA Defence Phase 2, DHA Defence",7.4 Crore,1 Kanal,5,6
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_luxurious_non__furnished_house_for_sale-42320146-339-1.html,"DHA Defence Phase 2, DHA Defence",6.75 Crore,1 Kanal,5,5
Islamabad,House,zameen.com/Property/i_11_i_11_2_brand_new_double_storey_house_is_available_for_sale-42040855-9879-1.html,"I-11/2, I-11",3.25 Crore,6 Marla,7,6
Islamabad,House,zameen.com/Property/f_11_f_11_3_house_sized_4500_square_feet_is_available_for_sale_in_f_11_3-43061708-3284-1.html,"F-11/3, F-11",15.5 Crore,1 Kanal,5,6
Islamabad,House,zameen.com/Property/islamabad_f_8_f_8_luxury_brand_new_house_for_sale_with_lush_swimming_pool_-42385040-166-1.html,"F-8, Islamabad",41 Crore,1.8 Kanal,6,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_3200_square_feet_house_for_sale_in_g_9_1_islamabad-43143688-3384-1.html,"G-9/1, G-9",7.75 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_get_in_touch_now_to_buy_a_house_in_g_9_1_islamabad-43143682-3384-1.html,"G-9/1, G-9",7.2 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/islamabad_g_9_g_9_house_sized_3200_square_feet_for_sale-43143662-171-1.html,"G-9, Islamabad",7.5 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_best_options_for_house_is_available_for_sale_in_g_9_1-43143659-3384-1.html,"G-9/1, G-9",7.4 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/islamabad_g_9_house_for_sale_in_g_9-43143661-171-1.html,"G-9, Islamabad",7.5 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_house_for_sale_in_g_9_1-43143656-3384-1.html,"G-9/1, G-9",7.15 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/islamabad_g_6_healthy_rental_income_beautiful_house_is_for_sale-41173475-169-1.html,"G-6, Islamabad",30 Crore,2.4 Kanal,7,7
Islamabad,House,zameen.com/Property/islamabad_g_6_1200_sq_yds_beautiful_house_is_for_sale_in_g_6-41174895-169-1.html,"G-6, Islamabad",30 Crore,2.4 Kanal,7,7
Islamabad,House,zameen.com/Property/i_8_i_8_4_40x80_triple_storey_house_for_sale-42637211-3444-1.html,"I-8/4, I-8",11.5 Crore,14.2 Marla,10,6
Islamabad,House,zameen.com/Property/islamabad_g_13_7_marla_corner_house_for_sale_in_g_13_islamabad-42561839-330-1.html,"G-13, Islamabad",5 Crore,7 Marla,5,3
Islamabad,House,zameen.com/Property/d_12_d_12_1_4_marla_house_available_for_sale_in_d_12_1-41740985-3154-1.html,"D-12/1, D-12",3.5 Crore,4 Marla,3,2
Islamabad,House,zameen.com/Property/islamabad_b_17_b_17_block_e_7_5_marla_house_available_for_sale-42514329-616-1.html,"B-17, Islamabad",2.4 Crore,7.5 Marla,3,5
Islamabad,House,zameen.com/Property/g_15_g_15_4_looking_for_a_house_in_islamabad-42551843-3351-1.html,"G-15/4, G-15",2.3 Crore,8 Marla,5,6
Islamabad,House,zameen.com/Property/g_15_g_15_1_this_is_your_chance_to_buy_house_in_g_15_1-42551851-3348-1.html,"G-15/1, G-15",2.1 Crore,8 Marla,6,5
Islamabad,House,zameen.com/Property/g_15_g_15_4_this_is_your_chance_to_buy_house_in_g_15_4_islamabad-42551855-3351-1.html,"G-15/4, G-15",2.6 Crore,8 Marla,5,4
Islamabad,House,zameen.com/Property/g_11_g_11_2_4_4_marla_house_for_sale_in_g11-42595612-3331-1.html,"G-11/2, G-11",2.8 Crore,4.4 Marla,4,10
Islamabad,House,zameen.com/Property/islamabad_f_7_12_bedrooms_corner_house_is_for_sale-40944323-165-1.html,"F-7, Islamabad",45 Crore,2 Kanal,11,5
Islamabad,House,zameen.com/Property/dha_phase_1_sector_f_dha_phase_1_defence_villas_beautiful_brand_new_designer_defenece__villa_available_for_sale_dha_phase_1-41830493-3075-1.html,"DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F",4.35 Crore,11 Marla,4,4
Islamabad,House,zameen.com/Property/islamabad_g_13_4_marla_brand_new_house_available_for_sale-42599376-330-1.html,"G-13, Islamabad",2.6 Crore,4 Marla,4,4
Islamabad,House,zameen.com/Property/islamabad_g_13_4_marla_brand_new_house_with_all_facilities_available_for_sale-42670005-330-1.html,"G-13, Islamabad",2.5 Crore,4 Marla,4,6
Islamabad,House,zameen.com/Property/islamabad_g_13_house_for_sale-42830431-330-1.html,"G-13, Islamabad",6 Crore,14 Marla,6,3
Islamabad,House,zameen.com/Property/islamabad_khanna_pul_double_storey_house_for_sale_qutbal_town_khanna_dak_islamabad-42953272-9020-1.html,"Khanna Pul, Islamabad",1.4 Crore,5 Marla,3,7
Islamabad,House,zameen.com/Property/islamabad_f_10_double_unit_house_for_sale_in_f_10_on_very_good_prime_location-26575997-162-1.html,"F-10, Islamabad",15.5 Crore,1.1 Kanal,7,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_looking_for_a_house_in_g_9_1_islamabad-43143650-3384-1.html,"G-9/1, G-9",7.85 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_a_house_of_3200_square_feet_in_rs_73_000_000-43143684-3384-1.html,"G-9/1, G-9",7.3 Crore,14.2 Marla,6,4
Islamabad,House,zameen.com/Property/g_9_g_9_1_house_of_1250_square_feet_in_g_9_1_is_available-43143681-3384-1.html,"G-9/1, G-9",3.5 Crore,5.6 Marla,4,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_3200_square_feet_house_available_for_sale_in_g_9_1-43143644-3384-1.html,"G-9/1, G-9",7.2 Crore,14.2 Marla,6,4
Islamabad,House,zameen.com/Property/g_9_g_9_1_ideal_house_is_available_for_sale_in_islamabad-43143679-3384-1.html,"G-9/1, G-9",3.9 Crore,5.6 Marla,4,4
Islamabad,House,zameen.com/Property/islamabad_g_9_reserve_a_house_of_1250_square_feet_now_in_g_9-43143677-171-1.html,"G-9, Islamabad",3.9 Crore,5.6 Marla,4,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_house_for_sale_in_g_9_1-43143643-3384-1.html,"G-9/1, G-9",7.2 Crore,14.2 Marla,6,4
Islamabad,House,zameen.com/Property/dha_phase_1_sector_f_dha_phase_1_defence_villas_fantastic_location_brand_new_defence_villa_available_for_sale-38792913-3075-1.html,"DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F",3.75 Crore,11 Marla,5,5
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_dha_islamabad_phase_2_sector_d_used_house_for_sale-42397641-339-1.html,"DHA Defence Phase 2, DHA Defence",6.9 Crore,1 Kanal,6,8
Islamabad,House,zameen.com/Property/i_10_i_10_4_6_marl_house_for_sale-42523216-3423-1.html,"I-10/4, I-10",3.65 Crore,6 Marla,7,8
Islamabad,House,zameen.com/Property/f_6_f_6_3_f_6_3_brand_new_swimming_pool_margalla_house-39827435-3301-1.html,"F-6/3, F-6",75 Crore,2 Kanal,6,8
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_dha_2_one_kanal_triple_unit_house_on_prime_location-38793189-339-1.html,"DHA Defence Phase 2, DHA Defence",8.5 Crore,1 Kanal,5,5
Islamabad,House,zameen.com/Property/islamabad_f_8_semi_furnished_very_good_house_for_sale_is_available_in_f8-42769012-166-1.html,"F-8, Islamabad",17.5 Crore,1 Kanal,6,6
Islamabad,House,zameen.com/Property/islamabad_f_8_semi_furnished_house_for_sale_in_f8_islamabad-42768886-166-1.html,"F-8, Islamabad",20 Crore,1.3 Kanal,4,5
Islamabad,House,zameen.com/Property/soan_garden_soan_garden_block_b_6_marla_prime_location_house_for_sale_in_soan_garden_islamabad-43132746-3492-1.html,"Soan Garden - Block B, Soan Garden",2.35 Crore,6 Marla,4,4
Islamabad,House,zameen.com/Property/i_10_i_10_2_home_available_for_sale_in_i_10_2-43084771-3421-1.html,"I-10/2, I-10",3.3 Crore,6 Marla,7,4
Islamabad,House,zameen.com/Property/g_13_g_13_4_corner_house_for_sale_in_g13_4-43094925-3340-1.html,"G-13/4, G-13",5.6 Crore,10 Marla,3,6
Islamabad,House,zameen.com/Property/bahria_enclave_bahria_enclave_sector_h_5_marla_furnished_designer_house_up_for_sale-42647997-11983-1.html,"Bahria Enclave - Sector H, Bahria Enclave",2.35 Crore,5 Marla,6,7
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_double_unit_used_house_for_sale_in_dha_phase_2-42801970-339-1.html,"DHA Defence Phase 2, DHA Defence",6.2 Crore,1 Kanal,7,6
Islamabad,House,zameen.com/Property/islamabad_f_10_beautiful_double_unit_house_is_available_for_sale_in_f_10_on_very_prime_location-39377623-162-1.html,"F-10, Islamabad",15.5 Crore,1.1 Kanal,6,6
Islamabad,House,zameen.com/Property/dha_defence_phase_1_dha_phase_1_sector_b_6_bedroom_double_unit_house_available_for_sale_in_dha_phase_1_islamabad-42214554-3190-1.html,"DHA Phase 1 - Sector B, DHA Defence Phase 1",6.3 Crore,1 Kanal,4,6
Islamabad,House,zameen.com/Property/bhara_kahu_prince_road_brand_new_luxurious_house_in_bhara_kahu_islamabad-43049181-13082-1.html,"Prince Road, Bhara kahu",1.25 Crore,5 Marla,6,5
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_kanal_brand_new_fully_furnished_house_available_for_sale_in_dha_phase_2-42206687-339-1.html,"DHA Defence Phase 2, DHA Defence",7.25 Crore,1 Kanal,5,4
Islamabad,House,zameen.com/Property/bahria_town_bahria_enclave_10_marla_beautiful_house_is_available_for_sale_in_bahria_enclave_islamabad-40371125-1705-1.html,"Bahria Enclave, Bahria Town",3.8 Crore,10 Marla,4,4
Islamabad,House,zameen.com/Property/islamabad_g_9_highly_coveted_1250_square_feet_house_is_available_in_g_9_for_sale-43143673-171-1.html,"G-9, Islamabad",3.8 Crore,5.6 Marla,4,4
Islamabad,House,zameen.com/Property/islamabad_g_9_1250_square_feet_house_in_g_9_for_sale-43143672-171-1.html,"G-9, Islamabad",3.5 Crore,5.6 Marla,4,4
Islamabad,House,zameen.com/Property/islamabad_g_9_get_in_touch_now_to_buy_a_house_in_g_9-43143669-171-1.html,"G-9, Islamabad",4.55 Crore,6.7 Marla,4,4
Islamabad,House,zameen.com/Property/islamabad_g_9_1500_square_feet_house_in_g_9_for_sale-43143670-171-1.html,"G-9, Islamabad",5 Crore,6.7 Marla,4,4
Islamabad,House,zameen.com/Property/islamabad_g_9_1500_square_feet_house_in_g_9_for_sale_at_good_location-43143667-171-1.html,"G-9, Islamabad",4.5 Crore,6.7 Marla,4,6
Islamabad,House,zameen.com/Property/islamabad_g_9_stunning_house_is_available_for_sale_in_g_9-43143665-171-1.html,"G-9, Islamabad",4.15 Crore,6.7 Marla,6,6
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_house_for_sale_in_dha_phase_2_islamabad_-42996326-339-1.html,"DHA Defence Phase 2, DHA Defence",9.5 Crore,1 Kanal,5,6
Islamabad,House,zameen.com/Property/f_8_f_8_1_house_for_sale_f_8_1-43017461-3314-1.html,"F-8/1, F-8",30 Crore,2 Kanal,5,5
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_house_for_sale_in_dha_phase_2-42578668-339-1.html,"DHA Defence Phase 2, DHA Defence",9.5 Crore,1 Kanal,5,6
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_house_for_sale_in_dha_phase_2_islamabad-42708728-339-1.html,"DHA Defence Phase 2, DHA Defence",8.25 Crore,1 Kanal,5,6
Islamabad,House,zameen.com/Property/bahria_town_bahria_enclave_10_marla_designers_house_for_sale_in_sector_a_bahria_enclave-42252908-1705-1.html,"Bahria Enclave, Bahria Town",4.75 Crore,10 Marla,5,6
Islamabad,House,zameen.com/Property/islamabad_f_8_brand_new_luxurious_house_for_sale-42740487-166-1.html,"F-8, Islamabad",40 Crore,1.7 Kanal,6,6
Islamabad,House,zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_1_kanal_house_for_sale_dha_ph_2-42915951-339-1.html,"DHA Defence Phase 2, DHA Defence",8.5 Crore,1 Kanal,7,8
Islamabad,House,zameen.com/Property/g_13_g_13_2_10_marla_corner_house_for_sale_in_g_13-42032656-3338-1.html,"G-13/2, G-13",6.8 Crore,10 Marla,4,4
Islamabad,House,zameen.com/Property/bahria_enclave_bahria_enclave_sector_h_5_marla_brand_new_house_for_sale_in_sector_h_bahria_enclave-41739652-11983-1.html,"Bahria Enclave - Sector H, Bahria Enclave",2.3 Crore,5 Marla,4,4
Islamabad,House,zameen.com/Property/bahria_town_bahria_enclave_5_marla_house_for_sale-41653840-1705-1.html,"Bahria Enclave, Bahria Town",2.25 Crore,5 Marla,6,6
Islamabad,House,zameen.com/Property/bahria_enclave_bahria_enclave_sector_f_13_marla_designer_house_up_for_sale-42777238-11985-1.html,"Bahria Enclave - Sector F, Bahria Enclave",5.5 Crore,13 Marla,4,5
Islamabad,House,zameen.com/Property/bahria_enclave_bahria_enclave_sector_n_7_5_marla_corner_house_for_sale-42777248-11975-1.html,"Bahria Enclave - Sector N, Bahria Enclave",2.6 Crore,8 Marla,5,5
Islamabad,House,zameen.com/Property/bahria_town_bahria_enclave_10_marla_new_branded_beautiful_luxurious_house_is_available_for_sale_in_bahria_enclave_islamabad-40700228-1705-1.html,"Bahria Enclave, Bahria Town",5 Crore,10 Marla,6,6
Islamabad,House,zameen.com/Property/islamabad_i_8_a_house_of_3200_square_feet_in_i_8-42741585-174-1.html,"I-8, Islamabad",7.75 Crore,14.2 Marla,4,4
Islamabad,House,zameen.com/Property/ghauri_town_ghauri_town_phase_4a_5_marla_double_story_beautiful_corner_house_for_sale_phase_4a_ghauri_town_islamabad-42360836-14956-1.html,"Ghauri Town Phase 4A, Ghauri Town",1.3 Crore,5 Marla,6,6
Islamabad,House,zameen.com/Property/islamabad_bani_gala_newly_build_house_for_sale_in_the_banigala_islamabad_the_best_street_of_banigala_and_rawal_lake_facing-40905378-340-1.html,"Bani Gala, Islamabad",7.5 Crore,1.2 Kanal,3,5
Islamabad,House,zameen.com/Property/i_11_i_11_2_25x40_double_story_brand_new_house_sale_i_11_2-42528367-9879-1.html,"I-11/2, I-11",2.1 Crore,4 Marla,6,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_a_house_at_affordable_price_awaits_you-43143618-3384-1.html,"G-9/1, G-9",7.55 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/islamabad_g_9_this_is_your_chance_to_buy_house_in_g_9-43143621-171-1.html,"G-9, Islamabad",7.1 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/islamabad_g_9_perfect_3200_square_feet_house_in_g_9_for_sale-43143622-171-1.html,"G-9, Islamabad",7.2 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_stunning_3200_square_feet_house_in_g_9_1_available-43143653-3384-1.html,"G-9/1, G-9",7.88 Crore,14.2 Marla,6,6
Islamabad,House,zameen.com/Property/g_9_g_9_1_a_house_of_3200_square_feet_in_islamabad-43143646-3384-1.html,"G-9/1, G-9",7.5 Crore,14.2 Marla,4,4
Islamabad,House,zameen.com/Property/islamabad_g_9_your_search_for_house_in_g_9_ends_here-43143642-171-1.html,"G-9, Islamabad",3.9 Crore,5.6 Marla,4,4
Islamabad,House,zameen.com/Property/islamabad_g_9_get_in_touch_now_to_buy_a_1250_square_feet_house_in_g_9-43143640-171-1.html,"G-9, Islamabad",3.7 Crore,5.6 Marla,4,4
Islamabad,House,zameen.com/Property/bahria_enclave_bahria_enclave_sector_g_brand_new_8_marla_main_road_house_for_sale-42777259-11984-1.html,"Bahria Enclave - Sector G, Bahria Enclave",3.4 Crore,8 Marla,5,5
Islamabad,House,zameen.com/Property/bahria_enclave_bahria_enclave_sector_b1_5_marla_house_available_for_sale_bahria_enclave_sector_b1-41342378-11972-1.html,"Bahria Enclave - Sector B1, Bahria Enclave",2.55 Crore,5 Marla,3,4
Islamabad,House,zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_e_brand_new_beautiful_house_for_sale_in_dha_phase_2_sector_e-41946292-3200-1.html,"DHA Phase 2 - Sector E, DHA Defence Phase 2",8.5 Crore,1 Kanal,6,6
Islamabad,House,zameen.com/Property/i_8_i_8_4_renovated_40x80_house_50_feet_wide_direct_access_to_main_double_road_prime_location_available_for_sale_in_i_8_4-42663599-3444-1.html,"I-8/4, I-8",12 Crore,14.2 Marla,9,6
Islamabad,House,zameen.com/Property/dha_defence_phase_2_dha_phase_2_sector_f_1_kanal_brand_new_house_for_sale-42607541-3201-1.html,"DHA Phase 2 - Sector F, DHA Defence Phase 2",8.5 Crore,1 Kanal,6,6
Islamabad,House,zameen.com/Property/g_6_g_6_4_house_of_4797_square_feet_in_g_6_4_for_sale-42582519-3365-1.html,"G-6/4, G-6",23 Crore,1.1 Kanal,8,6
Islamabad,House,zameen.com/Property/islamabad_f_6_f6_1_house_for_sale-42572921-164-1.html,"F-6, Islamabad",14.5 Crore,16 Marla,4,4
Islamabad,House,zameen.com/Property/i_10_i_10_4_5_marla_old_construction_house_for_sale-42519296-3423-1.html,"I-10/4, I-10",2.65 Crore,5 Marla,3,2
Islamabad,House,zameen.com/Property/pakistan_town_pakistan_town_phase_1_24_marla_single_storey_house_for_sale-42138733-14998-1.html,"Pakistan Town - Phase 1, Pakistan Town",3.1 Crore,1.2 Kanal,3,3
Islamabad,House,zameen.com/Property/bahria_town_bahria_enclave_1_kanal_covered_area_size_house_for_sale_on_20__less_on_new_year-43053022-1705-1.html,"Bahria Enclave, Bahria Town",7.5 Crore,15 Marla,6,6
Islamabad,House,zameen.com/Property/islamabad_h_13_5_marla_house-42969392-1039-1.html,"H-13, Islamabad",1.55 Crore,5 Marla,6,6
Islamabad,House,zameen.com/Property/islamabad_g_13_beautiful_house_for_sale_g_13_islamabad-42638103-330-1.html,"G-13, Islamabad",8.3 Crore,12 Marla,10,6
Islamabad,House,zameen.com/Property/g_13_g_13_4_brand_new_proper_corner_with_extra_land_house_for_sale_in_g_13_4_islamabad-41842490-3340-1.html,"G-13/4, G-13",3.3 Crore,4.4 Marla,4,4
Islamabad,House,zameen.com/Property/bahria_enclave_bahria_enclave_sector_a_brand_new__11_marla__luxury_house_available_for_sale_at_bahria_enclave_isb-43038546-11970-1.html,"Bahria Enclave - Sector A, Bahria Enclave",4.3 Crore,11 Marla,5,6
Islamabad,House,zameen.com/Property/islamabad_g_15_house_for_sale_in_g15_size_12_marla_double_storey_brand_new_house-42083514-764-1.html,"G-15, Islamabad",4.7 Crore,12 Marla,7,6
Islamabad,House,zameen.com/Property/g_13_g_13_3_brand_new_30_x_60_house_for_sale_in_g_13_islamabad-41066565-3339-1.html,"G-13/3, G-13",4.4 Crore,8 Marla,5,6
Islamabad,House,zameen.com/Property/islamabad_g_13_in_touch_now_to_buy_a_12_marla_house_in_g_13-42814482-330-1.html,"G-13, Islamabad",8 Crore,12 Marla,7,6
Islamabad,House,zameen.com/Property/islamabad_g_9_1250_square_feet_house_available_for_sale_in_g_9-43143639-171-1.html,"G-9, Islamabad",3.5 Crore,5.6 Marla,4,4
