city,property_type,page_url,location,price,area,beds,baths
Lahore,Flat,zameen.com/Property/lahore_fazaia_housing_scheme_beach_resorts_get_early_possession_and_pay_in_10_years-42614749-1677-1.html,"Fazaia Housing Scheme, Lahore",63.7 Lakh,447 sqft,2,2
Lahore,Flat,zameen.com/Property/raiwind_road_etihad_town_beach_resorts_luxury_apartments-42615221-11895-1.html,"Etihad Town, Raiwind Road",63 Lakh,447 sqft,2,2
Lahore,Flat,zameen.com/Property/bahria_town_sector_e_bahria_town_rafi_block_2_bed_luxury_flat_brand_new_for_sale_in_rafi_block_bahria_town_lahore_near_grand_jamia_masjid_-42768424-1803-1.html,"Bahria Town - Rafi Block, Bahria Town - Sector E",1.25 Crore,800 sqft,1,1
Lahore,Flat,zameen.com/Property/dha_defence_dha_phase_8_2_bed_fully_furnished_luxury_apartment_is_for_sale_in_dha_phase_8_lahore-42908469-1451-1.html,"DHA Phase 8, DHA Defence",1.8 Crore,"1,020 sqft",2,2
Lahore,Flat,zameen.com/Property/dha_phase_4_goldcrest_mall_residency_1_bed_apartment_available_for_sale_in_goldcrest_mall_and_residency-42068635-9966-1.html,"Goldcrest Mall & Residency, DHA Phase 4",1.98 Crore,879 sqft,2,2
Lahore,Flat,zameen.com/Property/dha_phase_8_dha_phase_8_block_q_2_bed_fully_luxury_apartment_is_for_sale_in_dha_phase_8_lahore-42889549-8875-1.html,"DHA Phase 8 - Block Q, DHA Phase 8",1.4 Crore,"1,020 sqft",3,3
Lahore,Flat,zameen.com/Property/dha_defence_dha_phase_8_2_bed_luxury_apartment_is_for_sale_in_dha_phase_8_lahore-42966444-1451-1.html,"DHA Phase 8, DHA Defence",1.05 Crore,"1,015 sqft",3,3
Lahore,Flat,zameen.com/Property/askari_11_askari_11_sector_b_apartments_askari_11_b_sector__3_bed_10_marla_slightly_used_apartment_for_sale-37327944-15703-1.html,"Askari 11 - Sector B Apartments, Askari 11",3.2 Crore,"2,250 sqft",3,3
Lahore,Flat,zameen.com/Property/askari_11_askari_11_sector_b_apartments_open_view_new_design_4th_floor_apartment_for_sale-42708550-15703-1.html,"Askari 11 - Sector B Apartments, Askari 11",3.05 Crore,"2,250 sqft",1,1
Lahore,Flat,zameen.com/Property/askari_10_askari_10_sector_f_new_design_2nd_floor_apartment_for_sale_in_askari_10_sector_f-42607100-10542-1.html,"Askari 10 - Sector F, Askari 10",3.3 Crore,"2,250 sqft",1,1
Lahore,Flat,zameen.com/Property/bahria_town_sector_e_bahria_town_nishtar_block_brand_new_furnished_1_bed_apartment_for_sale_in_nishtar_block_5th_floor-40837950-1806-1.html,"Bahria Town - Nishtar Block, Bahria Town - Sector E",90 Lakh,500 sqft,1,1
Lahore,Flat,zameen.com/Property/bahria_town_bahria_town_sector_d_ideal_location_1_bed_flat_avaialbale_in_sector_d_bahria_town_lahore-42452314-1796-1.html,"Bahria Town - Sector D, Bahria Town",65 Lakh,520 sqft,3,4
Lahore,Flat,zameen.com/Property/bahria_town_sector_c_bahria_town_jasmine_block_one_bed_fully_furnished_apartment-42677530-1786-1.html,"Bahria Town - Jasmine Block, Bahria Town - Sector C",70 Lakh,690 sqft,3,3
Lahore,Flat,zameen.com/Property/dha_phase_4_goldcrest_mall_residency_two_bedroom_apartment_with_additional_private_balcony_on_5th_floor-42692656-9966-1.html,"Goldcrest Mall & Residency, DHA Phase 4",3.75 Crore,"1,600 sqft",3,3
Lahore,Flat,zameen.com/Property/askari_11_askari_11_sector_b_apartments_3_bed_10_marla_4th_floor_apartment_available_for_sale_in_askari_11-43113641-15703-1.html,"Askari 11 - Sector B Apartments, Askari 11",3.1 Crore,"2,250 sqft",1,1
Lahore,Flat,zameen.com/Property/askari_11_askari_11_sector_b_apartments_3_bed_10_marla_1st_floor_apartment_available_for_sale_in_askari_11-43113638-15703-1.html,"Askari 11 - Sector B Apartments, Askari 11",3.1 Crore,"2,250 sqft",1,1
Lahore,Flat,zameen.com/Property/raiwind_road_kings_town_raiwind_road_kings_town_arabian_mall_flat_for_sale-43045451-17131-1.html,"Kings Town, Raiwind Road",60.5 Lakh,550 sqft,3,3
Lahore,Flat,zameen.com/Property/lahore_raiwind_road_raiwind_road_kings_town_kings_tower_apartment_for_sale-43047866-128-1.html,"Raiwind Road, Lahore",53.9 Lakh,490 sqft,2,2
Lahore,Flat,zameen.com/Property/raiwind_road_etihad_town_luxury_3_bed_apartment_for_sale_on_easy_monthly_installments_in_etihad_town-43112211-11895-1.html,"Etihad Town, Raiwind Road",2.15 Crore,"1,807 sqft",1,1
Lahore,Flat,zameen.com/Property/bahria_town_sector_e_bahria_town_nishtar_block_flat_for_sale_in_rs_7_237_500-42755532-1806-1.html,"Bahria Town - Nishtar Block, Bahria Town - Sector E",72.38 Lakh,579 sqft,1,1
Lahore,Flat,zameen.com/Property/bahria_town_sector_e_bahria_town_nishtar_block_579_square_feet_flat_is_available_for_sale-42755539-1806-1.html,"Bahria Town - Nishtar Block, Bahria Town - Sector E",72.38 Lakh,579 sqft,1,1
Lahore,Flat,zameen.com/Property/bahria_town_sector_e_bahria_town_nishtar_block_394_square_feet_flat_is_available_for_sale-42755499-1806-1.html,"Bahria Town - Nishtar Block, Bahria Town - Sector E",49.25 Lakh,394 sqft,1,1
Lahore,Flat,zameen.com/Property/bahria_town_sector_e_bahria_town_nishtar_block_book_flat_today_in_bahria_town_nishtar_block-42755514-1806-1.html,"Bahria Town - Nishtar Block, Bahria Town - Sector E",57.88 Lakh,463 sqft,1,1
Lahore,Flat,zameen.com/new-projects/century_venture_1-2258.html,"Century Venture 1, MM Alam Road",1.96 Crore,295 sqft,4,5
Lahore,Flat,zameen.com/new-projects/century_venture_1-2258.html,"Century Venture 1, MM Alam Road",2.45 Crore,370 sqft,1,1
Lahore,Flat,zameen.com/new-projects/century_venture_1-2258.html,"Askari 10 - Sector F, Askari 10",3.75 Crore,"2,700 sqft",2,1
Lahore,Flat,zameen.com/new-projects/century_venture_1-2258.html,"Bahria Town - Sector C, Bahria Town",43 Lakh,450 sqft,3,2
Lahore,Flat,zameen.com/new-projects/century_venture_1-2258.html,"Beach Resort, Raiwind Road",83.2 Lakh,480 sqft,3,3
Lahore,Flat,zameen.com/new-projects/century_venture_1-2258.html,"Beach Resort, Raiwind Road",1.31 Crore,"1,120 sqft",1,3
Lahore,Flat,zameen.com/Property/askari_10_askari_10_sector_f_4_bed_12_marla_flat_for_sale-30396145-10542-1.html,"Beach Resort, Raiwind Road",1.95 Crore,"1,120 sqft",1,1
Lahore,Flat,zameen.com/Property/bahria_town_bahria_town_sector_c_1_bed_studio_brand_new_luxury_furnished_flat_apartment_available_in_bahria_town_lahore_nearest_eiffel_tower-42138011-1784-1.html,"Beach Resort, Raiwind Road",4.5 Crore,"2,590 sqft",2,1
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",64.8 Lakh,450 sqft,2,2
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",69.3 Lakh,480 sqft,3,2
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",1.09 Crore,761 sqft,1,3
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",2.28 Crore,"1,573 sqft",3,1
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",3.75 Crore,"2,590 sqft",3,1
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Bahria Town - Iqbal Block, Bahria Town - Sector E",49.45 Lakh,314 sqft,1,1
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Bahria Town - Iqbal Block, Bahria Town - Sector E",51.5 Lakh,327 sqft,1,3
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Bahria Town - Iqbal Block, Bahria Town - Sector E",64.41 Lakh,409 sqft,1,3
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",82.1 Lakh,476 sqft,1,1
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",83.3 Lakh,483 sqft,1,1
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Bahria Town - Sector C, Bahria Town",72 Lakh,540 sqft,1,1
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",1.94 Crore,"1,112 sqft",3,3
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",2.12 Crore,"1,218 sqft",3,3
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",62.9 Lakh,439 sqft,1,1
Lahore,Flat,zameen.com/Property/bahria_town_bahria_town_sector_c_540_square_feet_apartment_for_sale_in_sector_c_bahria_town_lahore-42459981-1784-1.html,"Beach Resort, Raiwind Road",68.4 Lakh,476 sqft,1,1
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",1.65 Crore,"1,140 sqft",2,2
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",1.83 Crore,"1,260 sqft",2,2
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",1.37 Crore,947 sqft,2,2
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",2.31 Crore,"1,322 sqft",2,2
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",4.12 Crore,"2,373 sqft",3,3
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",95.6 Lakh,653 sqft,1,1
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Beach Resort, Raiwind Road",1.36 Crore,946 sqft,2,2
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Bahria Orchard Phase 4, Bahria Orchard",36 Lakh,317 sqft,2,1
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Air Avenue Luxury Apartments, DHA Phase 8",1.45 Crore,"1,015 sqft",3,2
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Askari 11 - Sector B, Askari 11",2.5 Crore,"2,250 sqft",1,4
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Bahria Town - Iqbal Block, Bahria Town - Sector E",44 Lakh,425 sqft,1,1
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Bahria Town - Rafi Block, Bahria Town - Sector E",42 Lakh,420 sqft,2,1
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Bahria Town - Nishtar Block, Bahria Town - Sector E",75 Lakh,"1,000 sqft",1,2
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",43 Lakh,425 sqft,2,1
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",95 Lakh,"1,000 sqft",2,2
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Bahria Town - Jasmine Block, Bahria Town - Sector C",90 Lakh,"1,000 sqft",1,2
Lahore,Flat,zameen.com/new-projects/beach_resort_by_icon-2261.html,"Bahria Town - Jasmine Block, Bahria Town - Sector C",42 Lakh,450 sqft,1,1
Lahore,Flat,zameen.com/Property/dha_phase_4_dha_phase_4_block_dd_apartment_gold__crest_mall_for_sale_in_dha_phase_4_dd-42556873-1592-1.html,"DHA Phase 4 - Block DD, DHA Phase 4",2 Crore,780 sqft,1,1
Lahore,Flat,zameen.com/Property/askari_askari_1_renovated_flat_hot_location_near_to_beautiful_park_1st_floor_3_bed_available_for_sale-42892541-3556-1.html,"Askari 1, Askari",2.35 Crore,"2,250 sqft",3,3
Lahore,Flat,zameen.com/Property/askari_11_askari_11_sector_b_apartments_3_bed_10_marla_brand_new_apartment_for_sale_in_askari_11-42581132-15703-1.html,"Askari 11 - Sector B Apartments, Askari 11",2.8 Crore,"2,250 sqft",3,3
Lahore,Flat,zameen.com/Property/askari_11_askari_11_sector_b_apartments_10_marla__3_bed__apartment__for_sale_in_askari_11_lahore-42581159-15703-1.html,"Askari 11 - Sector B Apartments, Askari 11",2.4 Crore,"2,250 sqft",3,3
Lahore,Flat,zameen.com/Property/bahria_town_sector_c_bahria_town_tulip_block_1_bed_500_sq_ft_brand_new_flat_for_sale_in_bahria_town_lahore_-42835681-1789-1.html,"Bahria Town - Tulip Block, Bahria Town - Sector C",65 Lakh,500 sqft,1,1
Lahore,Flat,zameen.com/Property/bahria_town_sector_e_bahria_town_iqbal_block_2_bed_750_sq_ft_brand_new_flat_for_sale_in_bahria_town_lahore_-42835674-1805-1.html,"Bahria Town - Iqbal Block, Bahria Town - Sector E",80 Lakh,750 sqft,2,2
Lahore,Flat,zameen.com/Property/bahria_town_sector_c_bahria_town_chambelli_block_1_bed_500_sq_ft_brand_new_flat_for_sale_in_bahria_town_lahore_-42835678-1788-1.html,"Bahria Town - Chambelli Block, Bahria Town - Sector C",58 Lakh,500 sqft,1,1
Lahore,Flat,zameen.com/Property/bahria_town_bahria_town_sector_d_1_bed_500_sqft_furnished_luxury_flat_for_sale_in_bahria_town_lahore_-42835682-1796-1.html,"Bahria Town - Sector D, Bahria Town",68 Lakh,560 sqft,1,1
Lahore,Flat,zameen.com/Property/bahria_town_bahria_town_sector_e_fully_furnished_luxurious_apartment_on_easy_installments-42609842-1802-1.html,"Bahria Town - Sector E, Bahria Town",46 Lakh,292 sqft,2,1
Lahore,Flat,zameen.com/Property/dha_phase_4_dha_phase_4_block_dd_1118_sq_ft_apartment_gold_crest_mall_for_sale_in_dha_phase_4_dd-42580796-1592-1.html,"DHA Phase 4 - Block DD, DHA Phase 4",2.5 Crore,"1,118 sqft",2,3
Lahore,Flat,zameen.com/new-projects/residence_15-2040.html,"Residence 15, Gulberg 3 - Block L",4.47 Crore,"1,896 sqft",1,2
Lahore,Flat,zameen.com/new-projects/residence_15-2040.html,"Residence 15, Gulberg 3 - Block L",1.59 Crore,648 sqft,1,1
Lahore,Flat,zameen.com/new-projects/residence_15-2040.html,"Bahria Town - Sector C, Bahria Town",65 Lakh,450 sqft,1,1
Lahore,Flat,zameen.com/new-projects/residence_15-2040.html,"Bahria Town Main Boulevard, Bahria Town",70 Lakh,585 sqft,2,1
Lahore,Flat,zameen.com/new-projects/residence_15-2040.html,"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",1.4 Crore,"1,020 sqft",1,2
Lahore,Flat,zameen.com/new-projects/residence_15-2040.html,"Bahria Town - Nishtar Block, Bahria Town - Sector E",57.88 Lakh,463 sqft,2,1
Lahore,Flat,zameen.com/Property/bahria_town_bahria_town_sector_c_on_easy_installments_1__bed_brand_new_luxury_furnished_flat_apartment_available_in_bahria_town_lahore-42138360-1784-1.html,"Bahria Town - Nishtar Block, Bahria Town - Sector E",79.63 Lakh,637 sqft,1,2
Lahore,Flat,zameen.com/Property/bahria_town_bahria_town_main_boulevard_centrally_located_585_sqft_apartment_in_bahria_town-42385370-9109-1.html,"Raiwind Road, Lahore",66 Lakh,606 sqft,1,1
Lahore,Flat,zameen.com/Property/dha_phase_8_dha_phase_8_ex_air_avenue_dha_phase_8_air_avenue_luxury_apartment_for_sale-42718322-407-1.html,"Raiwind Road, Lahore",66 Lakh,606 sqft,1,1
Lahore,Flat,zameen.com/Property/bahria_town_sector_e_bahria_town_nishtar_block_a_flat_of_463_square_feet_in_lahore-42755518-1806-1.html,"Bahria Town - Sector D, Bahria Town",75 Lakh,534 sqft,1,1
Lahore,Flat,zameen.com/Property/bahria_town_sector_e_bahria_town_nishtar_block_637_square_feet_flat_for_sale_in_bahria_town_nishtar_block-42755554-1806-1.html,"Bahria Town - Sector D, Bahria Town",80 Lakh,500 sqft,1,1
Lahore,Flat,zameen.com/Property/lahore_raiwind_road_luxury_apartment_for_sale_in_sq_mall_on_easy_installment_plan-42473917-128-1.html,"Bahria Orchard Phase 4, Bahria Orchard",42.5 Lakh,359 sqft,1,1
Lahore,Flat,zameen.com/Property/lahore_paragon_city_awesome_location_flat-42789698-1014-1.html,"Paragon City, Lahore",85 Lakh,"1,125 sqft",2,2
Lahore,Flat,zameen.com/Property/bahria_town_sector_e_bahria_town_nishtar_block_flat_for_sale_situated_in_bahria_town_nishtar_block-42755496-1806-1.html,"Bahria Town - Nishtar Block, Bahria Town - Sector E",49.25 Lakh,394 sqft,1,1
Lahore,Flat,zameen.com/Property/bahria_town_sector_e_bahria_town_nishtar_block_a_palatial_residence_for_sale_in_bahria_town_nishtar_block_lahore-42755513-1806-1.html,"Bahria Town - Nishtar Block, Bahria Town - Sector E",49.25 Lakh,394 sqft,1,1
Lahore,Flat,zameen.com/Property/bahria_town_sector_e_bahria_town_nishtar_block_ready_to_sale_a_flat_463_square_feet_in_bahria_town_nishtar_block_lahore-42755521-1806-1.html,"Bahria Town - Nishtar Block, Bahria Town - Sector E",57.88 Lakh,463 sqft,1,1
Lahore,Flat,zameen.com/Property/bahria_town_sector_e_bahria_town_nishtar_block_579_square_feet_flat_for_sale_in_bahria_town_nishtar_block_lahore-42755536-1806-1.html,"Bahria Town - Nishtar Block, Bahria Town - Sector E",72.38 Lakh,579 sqft,1,1
Lahore,Flat,zameen.com/Property/bahria_town_sector_e_bahria_town_nishtar_block_own_a_flat_in_637_square_feet_lahore-42755551-1806-1.html,"Bahria Town - Nishtar Block, Bahria Town - Sector E",79.63 Lakh,637 sqft,2,2
Lahore,Flat,zameen.com/Property/raiwind_road_al_kabir_town_buy_a_centrally_located_5_marla_flat_in_al_kabir_town-41267245-11433-1.html,"Al-Kabir Town, Raiwind Road",39 Lakh,"1,125 sqft",2,2
Lahore,Flat,zameen.com/Property/lahore_raiwind_road_1_studio_apartment_326_square_feet_beautiful_location_raiwiand_road_lahore-42767979-128-1.html,"Raiwind Road, Lahore",36 Lakh,326 sqft,2,1
Lahore,Flat,zameen.com/Property/bahria_town_bahria_town_sector_e_2_bed_flat_available_at_ideal_location_sector_e_bahria_town_lahore-42452504-1802-1.html,"Bahria Town - Sector E, Bahria Town",1 Crore,700 sqft,2,2
Lahore,Flat,zameen.com/Property/lahore_bahria_education_medical_city_5_marla_2_bed_fresh_apartment_furnished_all_dues_clear_prime_location_for_sale_in_bahria_emc-42564516-8334-1.html,"Bahria Education & Medical City, Lahore",36.5 Lakh,"1,125 sqft",1,1
Lahore,Flat,zameen.com/Property/bahria_town_bahria_town_sector_c_1_bed_brand_new_non_luxury_furnished_flat_apartment_available_in_bahria_town-42724282-1784-1.html,"Bahria Town - Sector C, Bahria Town",70 Lakh,450 sqft,1,1
Lahore,Flat,zameen.com/Property/johar_town_phase_2_johar_town_phase_2_block_h3_full_furnished_flat_for_sale-42796095-3968-1.html,"Johar Town Phase 2 - Block H3, Johar Town Phase 2",38.5 Lakh,381 sqft,3,1
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Defence View Apartments, Shanghai Road",3.07 Crore,"1,857 sqft",3,3
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Defence View Apartments, Shanghai Road",3.66 Crore,"2,210 sqft",3,3
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Defence View Apartments, Shanghai Road",3.07 Crore,"1,857 sqft",3,3
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Defence View Apartments, Shanghai Road",3.19 Crore,"1,927 sqft",3,3
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Defence View Apartments, Shanghai Road",3.11 Crore,"1,878 sqft",2,3
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Bahria Orchard Phase 4, Bahria Orchard",34.5 Lakh,317 sqft,1,1
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Raiwind Road, Lahore",1.35 Crore,"1,100 sqft",1,2
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Raiwind Road, Lahore",70 Lakh,600 sqft,1,1
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Bahria Town - Iqbal Block, Bahria Town - Sector E",48 Lakh,400 sqft,1,1
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Defence View Apartments, Shanghai Road",2.66 Crore,"1,497 sqft",2,2
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Defence View Apartments, Shanghai Road",2.11 Crore,"1,188 sqft",2,2
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Defence View Apartments, Shanghai Road",2.66 Crore,"1,497 sqft",2,2
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Defence View Apartments, Shanghai Road",2.18 Crore,"1,230 sqft",2,2
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Defence View Apartments, Shanghai Road",2.65 Crore,"1,493 sqft",2,2
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Defence View Apartments, Shanghai Road",2.2 Crore,"1,238 sqft",2,2
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Defence View Apartments, Shanghai Road",2.24 Crore,"1,265 sqft",2,2
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Defence View Apartments, Shanghai Road",1.19 Crore,628 sqft,1,1
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Defence View Apartments, Shanghai Road",1.18 Crore,625 sqft,1,1
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Bahria Town - Sector C, Bahria Town",67 Lakh,450 sqft,1,1
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Bahria Town - Sector C, Bahria Town",88 Lakh,450 sqft,2,2
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Askari 10 - Sector F, Askari 10",3.1 Crore,"2,250 sqft",3,4
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"DHA Phase 8, DHA Defence",1.59 Crore,980 sqft,2,2
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Zameen Quadrangle, Zafar Ali Road",1.03 Crore,"1,108 sqft",2,2
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Lake City, Raiwind Road",96 Lakh,875 sqft,2,2
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"J Heights, Raiwind Road",79.25 Lakh,587 sqft,1,1
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"J Heights, Raiwind Road",95.17 Lakh,705 sqft,1,1
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Jubilee Town, Lahore",48.6 Lakh,507 sqft,3,1
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Askari 11, Askari",2.8 Crore,"2,250 sqft",3,3
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Askari 11, Askari",2.8 Crore,"2,250 sqft",3,3
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Bahria Town - Talha Block, Bahria Town - Sector E",1.32 Crore,"1,200 sqft",1,3
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Bahria Town - Talha Block, Bahria Town - Sector E",69.99 Lakh,600 sqft,2,1
Lahore,Flat,zameen.com/new-projects/defence_view_apartments-1499.html,"Bahria Town - Talha Block, Bahria Town - Sector E",94.99 Lakh,804 sqft,3,2
Lahore,Flat,zameen.com/new-projects/j_heights-2098.html,"J Heights, Raiwind Road",95.17 Lakh,705 sqft,1,1
Lahore,Flat,zameen.com/new-projects/j_heights-2098.html,"J Heights, Raiwind Road",1.29 Crore,957 sqft,2,2
Lahore,Flat,zameen.com/new-projects/j_heights-2098.html,"J Heights, Raiwind Road",1.58 Crore,"1,188 sqft",2,2
Lahore,Flat,zameen.com/new-projects/j_heights-2098.html,"T Square, Gulberg 3 - Block B3",6.7 Crore,"2,230 sqft",2,2
Lahore,Flat,zameen.com/new-projects/j_heights-2098.html,"T Square, Gulberg 3 - Block B3",6.7 Crore,"2,230 sqft",2,2
Lahore,Flat,zameen.com/new-projects/j_heights-2098.html,"T Square, Gulberg 3 - Block B3",7.53 Crore,"2,953 sqft",3,3
Lahore,Flat,zameen.com/new-projects/j_heights-2098.html,"Bahria Town - Chambelli Block, Bahria Town - Sector C",1.05 Crore,886 sqft,2,2
Lahore,Flat,zameen.com/new-projects/j_heights-2098.html,"Bahria Town - Chambelli Block, Bahria Town - Sector C",1.05 Crore,886 sqft,2,2
Lahore,Flat,zameen.com/new-projects/j_heights-2098.html,"Bahria Town - Chambelli Block, Bahria Town - Sector C",1.05 Crore,886 sqft,2,2
Lahore,Flat,zameen.com/new-projects/t_square-2079.html,"Low Cost - Block D, Low Cost Sector",49 Lakh,"1,125 sqft",2,1
Lahore,Flat,zameen.com/new-projects/t_square-2079.html,"Residence 15, Gulberg 3 - Block L",97.78 Lakh,447 sqft,1,1
Lahore,Flat,zameen.com/new-projects/t_square-2079.html,"Residence 15, Gulberg 3 - Block L",1.59 Crore,648 sqft,3,1
Lahore,Flat,zameen.com/new-projects/t_square-2079.html,"Samanabad, Lahore",2.25 Crore,"1,013 sqft",4,2
Lahore,Flat,zameen.com/new-projects/t_square-2079.html,"Askari 11 - Sector B, Askari 11",3.3 Crore,"2,700 sqft",1,4
Lahore,Flat,zameen.com/new-projects/t_square-2079.html,"Bahria Orchard, Lahore",23 Lakh,283 sqft,4,1
Lahore,Flat,zameen.com/new-projects/t_square-2079.html,"New Lahore City - Phase 2, New Lahore City",40 Lakh,520 sqft,1,1
Lahore,Flat,zameen.com/new-projects/t_square-2079.html,"Pace Circle, Amjad Chaudhry Road",2.28 Crore,882 sqft,3,4
Lahore,Flat,zameen.com/new-projects/t_square-2079.html,"Askari 11, Askari",3.25 Crore,"2,250 sqft",1,2
Lahore,Flat,zameen.com/Property/bahria_town_sector_c_bahria_town_chambelli_block_a_flat_of_886_square_feet_in_rs_10_500_000-42749540-1788-1.html,"Time Square Mall & Residencia, Bahria Orchard",55 Lakh,500 sqft,2,3
Lahore,Flat,zameen.com/Property/bahria_town_sector_c_bahria_town_chambelli_block_get_your_dream_flat_in_bahria_town_chambelli_block_lahore-42749543-1788-1.html,"Askari 11, Askari",2.85 Crore,"2,250 sqft",3,1
Lahore,Flat,zameen.com/Property/bahria_town_sector_c_bahria_town_chambelli_block_book_flat_today_in_bahria_town_chambelli_block-42749496-1788-1.html,"Bahria Town - Talha Block, Bahria Town - Sector E",69.99 Lakh,524 sqft,3,1
Lahore,Flat,zameen.com/new-projects/pace_circle-196.html,"Pace Circle, Amjad Chaudhry Road",1.14 Crore,440 sqft,1,1
Lahore,Flat,zameen.com/new-projects/pace_circle-196.html,"Pace Circle, Amjad Chaudhry Road",1.11 Crore,473 sqft,1,1
Lahore,Flat,zameen.com/new-projects/pace_circle-196.html,"Pace Circle, Amjad Chaudhry Road",2.42 Crore,"1,028 sqft",2,2
Lahore,Flat,zameen.com/new-projects/pace_circle-196.html,"Jinnah Square Residential Apartment, Architects Engineers Society - Block F",1.61 Crore,959 sqft,2,2
Lahore,Flat,zameen.com/new-projects/pace_circle-196.html,"Jinnah Square Residential Apartment, Architects Engineers Society - Block F",1.28 Crore,763 sqft,2,2
